fiscal_year,fiscal_period,cik,filed,rd_expense,z_score,symbol
2013.0,Q1,1173489,2013-05-10,10525000,-0.26304130383999125,CEVA
2013.0,Q1,1239819,2013-05-09,1532228,-0.2777065926849871,LUNA
2013.0,Q1,1262039,2013-05-08,43001000,-0.21007988988108217,FTNT
2013.0,Q1,1274494,2013-05-07,66015000,-0.17254897533340596,FSLR
2013.0,Q1,1275014,2013-05-03,2663000,-0.2758625452658116,UCTT
2013.0,Q1,1280058,2013-05-07,29733000,-0.23171716172511486,BLKB
2013.0,Q1,1280263,2013-06-12,22790000,-0.24303971059556398,AMBA
2013.0,Q1,1313275,2013-05-07,9238000,-0.26514012573200735,BCOV
2013.0,Q1,1325702,2013-05-03,40413000,-0.2143003646724868,MX
2013.0,Q1,1327567,2012-12-10,21160000,-0.2456978921682029,PANW
2013.0,Q1,1327811,2013-06-05,57068000,-0.18713961983058416,WDAY
2013.0,Q1,1333822,2013-01-14,2912000,-0.27545647949183183,LEDS
2013.0,Q1,1341439,2012-09-24,2251000000,3.3906944992018477,ORCL
2013.0,Q1,1350102,2013-05-09,115445019,-0.09193918046163174,ASTI
2013.0,Q1,1356093,2013-05-15,877000,-0.27877512949202826,CREX
2013.0,Q1,1373715,2013-05-08,22082000,-0.24419430725410898,NOW
2013.0,Q1,1375365,2012-11-07,32045000,-0.2279467839361939,SMCI
2013.0,Q1,1377789,2012-11-06,18300000,-0.25036194081712765,AVNW
2013.0,Q1,1378590,2013-02-14,535000,-0.27933285838641014,BLIN
2013.0,Q1,1387467,2012-11-06,15327000,-0.25521026831127214,AOSL
2013.0,Q1,1389002,2013-05-09,8046000,-0.26708402293113964,MRIN
2013.0,Q1,1391127,2013-05-10,10907000,-0.26241834349597404,EGIO
2013.0,Q1,1393883,2013-04-23,8595000,-0.266188721284895,DHX
2013.0,Q1,1402436,2013-05-07,22441000,-0.24360885499363208,SSNC
2013.0,Q1,1405495,2013-04-25,33635000,-0.22535383381319027,IDCC
2013.0,Q1,1406666,2013-05-02,37137000,-0.2196428203976188,CALX
2013.0,Q1,1415404,2013-05-09,34844000,-0.22338221324796298,SATS
2013.0,Q1,1435064,2013-02-14,0,-0.28020532902528245,CETX
2013.0,Q1,1438231,2013-05-03,4723000,-0.2725031256095931,DMRC
2013.0,Q1,1463101,2013-05-08,16868000,-0.2526972267140718,ENPH
2013.0,Q1,1463972,2013-05-15,565033,-0.27928388098323775,VUZI
2013.0,Q1,1477294,2013-04-29,26910000,-0.23632087128312693,ST
2013.0,Q1,1493594,2013-02-01,19714000,-0.2480560090725194,MTSI
2013.0,Q1,1493761,2013-02-07,622558,-0.27919007000473095,HEAR
2013.0,Q1,1511737,2012-11-09,8080000,-0.2670285761989496,UI
2013.0,Q1,1528396,2012-12-03,25723000,-0.2382566145510548,GWRE
2013.0,Q2,2488,2013-08-01,1986000000,0.7838482260953012,AMD
2013.0,Q2,4127,2013-05-01,323600000,-0.10696412384731853,SWKS
2013.0,Q2,6281,2013-05-21,760836000,0.1273328134959871,ADI
2013.0,Q2,6951,2013-05-23,1938000000,0.7581269840372853,AMAT
2013.0,Q2,8146,2013-09-09,6416000,-0.27693009136668806,ALOT
2013.0,Q2,21535,2013-08-07,62642000,-0.24680087145097962,COHU
2013.0,Q2,23197,2013-03-07,57177000,-0.24972934203112662,CMTL
2013.0,Q2,24741,2013-07-31,396000000,-0.06816791707647778,GLW
2013.0,Q2,26058,2013-07-25,34165000,-0.26206053416110714,CTS
2013.0,Q2,28823,2013-08-14,127009000,-0.21230922171038974,DBD
2013.0,Q2,29002,2013-08-08,57970000,-0.24930440567795983,DIOD
2013.0,Q2,39020,2012-12-17,6765000,-0.2767430765025579,FEIM
2013.0,Q2,47217,2013-06-06,4910000000,2.350700554796107,HPQ
2013.0,Q2,50863,2013-07-29,14986000000,7.7500179501412925,INTC
2013.0,Q2,51143,2013-07-31,9516000000,4.818868073946557,IBM
2013.0,Q2,56978,2013-04-30,88637000,-0.23287121129893534,KLIC
2013.0,Q2,65770,2013-08-09,17324000,-0.27108493910900394,MVIS
2013.0,Q2,68505,2013-07-24,1590000000,0.5716479791166695,MSI
2013.0,Q2,70866,2013-08-02,309000000,-0.11478766830663173,VYX
2013.0,Q2,78749,2013-11-07,39476000,-0.2592145858992296,AGYS
2013.0,Q2,84748,2013-07-31,32040000,-0.26319923498138387,ROG
2013.0,Q2,87050,2013-08-08,8159000,-0.27599608876445636,NEON
2013.0,Q2,88941,2013-09-06,190118000,-0.1784916828554037,SMTC
2013.0,Q2,97476,2013-08-02,2666000000,1.1482324885838608,TXN
2013.0,Q2,101984,2013-08-09,22632000,-0.268240598424755,UEIC
2013.0,Q2,103145,2013-11-04,133603000,-0.2087757660826698,VECO
2013.0,Q2,317788,2013-11-14,7788000,-0.27619489253119645,APPS
2013.0,Q2,319201,2013-01-25,703446000,0.09657985346037176,KLAC
2013.0,Q2,320193,2013-04-24,5688000000,2.767599019819783,AAPL
2013.0,Q2,320340,2013-08-14,3826000,-0.27831796671940184,CCRD
2013.0,Q2,350868,2013-10-30,4983000,-0.27769797761396176,ITI
2013.0,Q2,351789,2013-08-09,671000,-0.28000860252550686,ELSE
2013.0,Q2,351998,2013-08-12,7684000,-0.2762506218889888,DAIO
2013.0,Q2,356037,2013-05-13,2535000,-0.27900976095892055,CSPI
2013.0,Q2,704532,2013-08-02,46853000,-0.25526155251043825,ONTO
2013.0,Q2,707549,2013-01-31,805820000,0.1514379041780244,LRCX
2013.0,Q2,708821,2013-08-08,21279000,-0.2689656159352653,PAR
2013.0,Q2,709283,2013-11-12,106911000,-0.22307892010376484,QMCO
2013.0,Q2,713425,2012-12-07,12560000,-0.27363777238326203,AMSWA
2013.0,Q2,719733,2013-02-06,6970000,-0.2766332253646018,KTCC
2013.0,Q2,720500,2013-05-09,16481000,-0.27153666842264784,ASYS
2013.0,Q2,722572,2013-02-14,3702932,-0.27838391384060174,FKWL
2013.0,Q2,723125,2013-04-08,1326000000,0.43018114779758165,MU
2013.0,Q2,724004,2013-11-05,3063000,-0.2787268272962824,MLAB
2013.0,Q2,724910,2013-10-23,4628379,-0.27788800454270873,NVEC
2013.0,Q2,732026,2013-02-14,438000,-0.28013345772133014,TRT
2013.0,Q2,736012,2013-08-13,2180000,-0.279199990978308,INTZ
2013.0,Q2,746838,2013-07-31,117000000,-0.21767263653869562,UIS
2013.0,Q2,751978,2013-07-30,59138000,-0.24867852212121477,VICR
2013.0,Q2,763532,2013-02-04,8768000,-0.2756697505058453,LYTS
2013.0,Q2,769397,2013-09-03,891100000,0.1971359775677661,ADSK
2013.0,Q2,771266,2013-08-08,20421065,-0.26942534830620374,KOPN
2013.0,Q2,772406,2013-10-29,171820000,-0.1882968346716032,CRUS
2013.0,Q2,779152,2013-02-07,91114000,-0.2315438880368998,JKHY
2013.0,Q2,780571,2013-08-06,268806000,-0.13632599337496284,ITRI
2013.0,Q2,789019,2013-01-24,14587000000,7.536210125534035,MSFT
2013.0,Q2,793524,2013-08-06,2686054,-0.2789288172818824,REFR
2013.0,Q2,797721,2013-11-13,68810000,-0.24349569184652456,VSAT
2013.0,Q2,804328,2013-04-24,6315000000,3.1035827442026163,QCOM
2013.0,Q2,806172,2013-10-15,1408382,-0.27961346958985633,SOTK
2013.0,Q2,807863,2013-05-08,9325924,-0.2753707817922208,MITK
2013.0,Q2,808326,2013-05-10,32156000,-0.263137075313077,EMKR
2013.0,Q2,810136,2013-06-05,27277000,-0.2657515323964324,PLAB
2013.0,Q2,814547,2013-04-29,87615000,-0.23341885941108725,FICO
2013.0,Q2,816761,2013-08-02,276000000,-0.13247102222151771,TDC
2013.0,Q2,817720,2013-02-01,189216000,-0.17897502786241057,SYNA
2013.0,Q2,820318,2013-02-08,32032000,-0.2632035218550602,COHR
2013.0,Q2,827054,2013-11-08,406583000,-0.0624969190618948,MCHP
2013.0,Q2,833640,2013-08-01,74022000,-0.24070279364639166,POWI
2013.0,Q2,840715,2013-08-07,11618000,-0.2741425517586506,CLRO
2013.0,Q2,849399,2013-10-29,1500000000,0.5234206502578895,GEN
2013.0,Q2,851205,2013-07-29,66056000,-0.24497144810960322,CGNX
2013.0,Q2,851310,2013-08-07,153366000,-0.19818558052449126,HLIT
2013.0,Q2,855658,2013-08-06,116520000,-0.21792984895927578,LSCC
2013.0,Q2,857005,2013-05-08,332630000,-0.10212531518515428,PTC
2013.0,Q2,864749,2013-08-05,415563000,-0.057684903360207644,TRMB
2013.0,Q2,867773,2013-08-02,84174000,-0.23526275095112129,SPWR
2013.0,Q2,877212,2013-08-06,133348000,-0.208912410181103,ZBRA
2013.0,Q2,882508,2013-08-06,13398000,-0.2731887223656658,QUIK
2013.0,Q2,883241,2013-05-31,932769000,0.21946469497017168,SNPS
2013.0,Q2,884144,2013-08-14,3800000,-0.2783318990588499,ASUR
2013.0,Q2,889331,2013-08-02,32236000,-0.26309420657631366,LFUS
2013.0,Q2,890394,2013-08-08,38168000,-0.2599154897453105,PRSO
2013.0,Q2,895419,2013-01-23,223603000,-0.16054843722388984,WOLF
2013.0,Q2,896878,2013-03-01,1027000000,0.2699592441445238,INTU
2013.0,Q2,897723,2013-04-30,33414000,-0.2624629644274732,SANM
2013.0,Q2,898293,2013-04-05,41372000,-0.25819859683793794,JBL
2013.0,Q2,909494,2013-08-09,5954399,-0.2771774445136719,TCX
2013.0,Q2,910638,2013-07-30,40475000,-0.2586792625488971,DDD
2013.0,Q2,912093,2013-02-06,365700000,-0.08440445112560035,VIAV
2013.0,Q2,913142,2013-08-08,105723000,-0.22371552084470073,BDC
2013.0,Q2,915779,2012-11-30,34700000,-0.2617738494840022,DAKT
2013.0,Q2,917273,2013-07-29,209490000,-0.16811101824815608,RMBS
2013.0,Q2,917491,2013-07-30,28907000,-0.26487808188487894,FARO
2013.0,Q2,923601,2013-11-14,141627,-0.28029227192283973,MICS
2013.0,Q2,924383,2013-05-08,2575513,-0.27898805169476437,GNSS
2013.0,Q2,926282,2013-07-31,188341000,-0.17944390467075982,ADTN
2013.0,Q2,936395,2013-06-12,561161000,0.020335125830688378,CIEN
2013.0,Q2,944075,2013-08-13,3976795,-0.27823716182989894,SCKT
2013.0,Q2,948708,2013-08-02,37186000,-0.26044170348908074,SMSI
2013.0,Q2,1002047,2012-11-30,1267000000,0.3985654544346037,NTAP
2013.0,Q2,1005284,2013-08-08,44703000,-0.25641364981095355,OLED
2013.0,Q2,1005757,2013-08-09,167151000,-0.1907987613209548,CSGS
2013.0,Q2,1007587,2013-08-09,18708000,-0.2703433099629978,KVHI
2013.0,Q2,1013462,2013-08-01,211678000,-0.1669385582976782,ANSS
2013.0,Q2,1013857,2013-08-08,115904000,-0.21825993823235365,PEGA
2013.0,Q2,1014473,2013-07-25,97661000,-0.22803561779202833,VRSN
2013.0,Q2,1015739,2013-07-26,9041000,-0.2755234609416403,AWRE
2013.0,Q2,1017303,2013-08-07,6119000,-0.27708924155192205,TACT
2013.0,Q2,1022652,2013-08-09,84590000,-0.2350398335199518,INSG
2013.0,Q2,1023731,2013-11-08,13502000,-0.27313299300787347,EGHT
2013.0,Q2,1032975,2013-11-05,226708000,-0.15888459437826194,LOGI
2013.0,Q2,1036262,2013-08-12,5730000,-0.2772976907844339,INTT
2013.0,Q2,1038074,2013-07-25,213776000,-0.16581432567605908,SLAB
2013.0,Q2,1039065,2013-01-25,69004000,-0.24339173515987342,OSIS
2013.0,Q2,1039399,2013-08-05,65476000,-0.24528224645113758,FORM
2013.0,Q2,1040161,2013-08-08,32427000,-0.26299185746729115,PXLW
2013.0,Q2,1040470,2013-01-11,6014000,-0.27714550676892397,AEHR
2013.0,Q2,1040896,2013-08-06,3521277,-0.2784812553453111,IDN
2013.0,Q2,1043604,2013-08-08,1584600000,0.5687543393851427,JNPR
2013.0,Q2,1044777,2013-08-02,29830000,-0.2643834838344717,OSPN
2013.0,Q2,1045810,2013-08-21,1836925000,0.7039650144328277,NVDA
2013.0,Q2,1047127,2013-08-02,84081000,-0.23531258585760867,AMKR
2013.0,Q2,1048695,2013-05-09,279867000,-0.1303988546582188,FFIV
2013.0,Q2,1049502,2013-08-06,96240000,-0.22879707372878752,MKSI
2013.0,Q2,1050446,2013-08-01,134479000,-0.208306353415111,MSTR
2013.0,Q2,1051627,2013-08-09,5563000,-0.2773871792724274,AXTI
2013.0,Q2,1056696,2013-07-31,66695000,-0.24462903407470588,MANH
2013.0,Q2,1058811,2013-08-05,14341000,-0.2726834071310677,IMMR
2013.0,Q2,1066194,2013-02-11,10418000,-0.27478558281010096,EGAN
2013.0,Q2,1066923,2013-08-13,367393,-0.28017129313253825,FTFT
2013.0,Q2,1074828,2013-05-10,704203,-0.27999081039217244,KNW
2013.0,Q2,1076930,2013-08-06,37188000,-0.2604406317706617,NOVT
2013.0,Q2,1078075,2013-10-29,93720000,-0.23014743893683334,NTCT
2013.0,Q2,1078271,2013-01-31,67152000,-0.2443841464159452,EXTR
2013.0,Q2,1082324,2013-08-09,1872000,-0.27936503561484693,VHC
2013.0,Q2,1086222,2013-08-09,115663000,-0.21838908030185325,AKAM
2013.0,Q2,1092699,2013-08-01,13209000,-0.2732899997562693,SPSC
2013.0,Q2,1101302,2013-07-26,76468000,-0.23939208201985193,ENTG
2013.0,Q2,1101680,2013-08-09,26065000,-0.2664009937583973,DZSI
2013.0,Q2,1102993,2013-08-08,47211000,-0.2550697149134222,LPSN
2013.0,Q2,1107843,2013-08-08,31276000,-0.263608631417474,QLYS
2013.0,Q2,1108524,2013-08-30,721757000,0.10639197144629531,CRM
2013.0,Q2,1111928,2013-08-08,51362000,-0.2528453633346134,IPGP
2013.0,Q2,1113232,2013-08-02,58837000,-0.24883981574328692,ACLS
2013.0,Q2,1114925,2013-01-31,9926000,-0.27504922554119565,LTRX
2013.0,Q2,1120914,2013-08-07,19471000,-0.26993444938611727,PDFS
2013.0,Q2,1121788,2013-08-07,520478000,-0.0014652343911087827,GRMN
2013.0,Q2,1122904,2013-08-06,106935000,-0.22306605948273583,NTGR
2013.0,Q2,1126741,2013-11-06,17481000,-0.2710008092131058,GSIT
2013.0,Q2,1131554,2013-08-01,87450000,-0.2335072761806617,SNCR
2013.0,Q2,1137789,2013-01-29,1548000000,0.5491418923159055,STX
2013.0,Q2,1138639,2013-08-05,187425000,-0.1799347517067003,INFN
2013.0,Q2,1166388,2013-09-04,181227000,-0.1832560070874416,VRNT
2013.0,Q2,1169561,2013-10-31,73352000,-0.2410618193167848,CVLT
2013.0,Q2,1173489,2013-08-09,32617000,-0.26289004421747814,CEVA
2013.0,Q2,1239819,2013-08-08,4075455,-0.27818429396028554,LUNA
2013.0,Q2,1262039,2013-08-06,134093000,-0.20851319506999422,FTNT
2013.0,Q2,1274494,2013-08-07,192673000,-0.1771225625750239,FSLR
2013.0,Q2,1275014,2013-08-02,8217000,-0.2759650089303029,UCTT
2013.0,Q2,1280058,2013-08-09,92411000,-0.23084887864212383,BLKB
2013.0,Q2,1280263,2013-09-13,63450000,-0.24636789720966967,AMBA
2013.0,Q2,1313275,2013-08-02,28330000,-0.26518727264878467,BCOV
2013.0,Q2,1325702,2013-08-05,122199000,-0.21488670450828676,MX
2013.0,Q2,1327567,2013-03-04,69178000,-0.2432984956574131,PANW
2013.0,Q2,1327811,2013-09-06,186508000,-0.1804261346018503,WDAY
2013.0,Q2,1333822,2013-04-12,9026000,-0.27553149882978345,LEDS
2013.0,Q2,1341439,2012-12-21,6853000000,3.391874998936212,ORCL
2013.0,Q2,1350102,2013-08-08,141876304,-0.20434243994092913,ASTI
2013.0,Q2,1356093,2013-08-09,2079000,-0.27925411275847173,CREX
2013.0,Q2,1373715,2013-08-07,76528000,-0.2393599304672794,NOW
2013.0,Q2,1375365,2013-02-06,101007000,-0.2262426328769008,SMCI
2013.0,Q2,1377789,2013-02-05,55500000,-0.25062797792552854,AVNW
2013.0,Q2,1378590,2013-05-15,1989000,-0.2793023400873305,BLIN
2013.0,Q2,1387467,2013-02-06,45275000,-0.2561071383430955,AOSL
2013.0,Q2,1389002,2013-08-08,24010000,-0.26750218443400614,MRIN
2013.0,Q2,1391127,2013-08-08,32179000,-0.26312475055125756,EGIO
2013.0,Q2,1393883,2013-07-24,25469000,-0.26672036584728437,DHX
2013.0,Q2,1402436,2013-08-09,71011000,-0.24231626572632262,SSNC
2013.0,Q2,1405495,2013-07-26,94943000,-0.22949208312356348,IDCC
2013.0,Q2,1406666,2013-08-06,110153000,-0.22134166454642967,CALX
2013.0,Q2,1415404,2013-08-06,98788000,-0.2274317044628745,SATS
2013.0,Q2,1438231,2013-07-26,14659000,-0.2725130039024334,DMRC
2013.0,Q2,1463101,2013-08-07,51146000,-0.2529611089238744,ENPH
2013.0,Q2,1463972,2013-08-14,1850786,-0.2793764033321181,VUZI
2013.0,Q2,1477294,2013-07-29,80446000,-0.23726043408429384,ST
2013.0,Q2,1493594,2013-05-03,57560000,-0.24952410795387206,MTSI
2013.0,Q2,1493761,2013-05-02,2333764,-0.279117595122812,HEAR
2013.0,Q2,1511737,2013-02-08,25550000,-0.26667696125131146,UI
2013.0,Q2,1528396,2013-03-01,81817000,-0.23652577110801176,GWRE
2013.0,Q3,2488,2013-10-30,2565000000,0.741400816247254,AMD
2013.0,Q3,4127,2013-07-31,439600000,-0.10172238020184823,SWKS
2013.0,Q3,6281,2013-08-20,1022471000,0.12949624247505243,ADI
2013.0,Q3,6951,2013-08-22,2558000000,0.7386239919435258,AMAT
2013.0,Q3,8146,2013-12-09,8510000,-0.27273112150101236,ALOT
2013.0,Q3,21535,2013-11-06,83780000,-0.2428723264522103,COHU
2013.0,Q3,23197,2013-06-06,75577000,-0.2461263678469934,CMTL
2013.0,Q3,24741,2013-10-30,529000000,-0.06625836695137786,GLW
2013.0,Q3,26058,2013-10-29,43399000,-0.25889103248204526,CTS
2013.0,Q3,28823,2013-11-12,171668000,-0.2080081072513452,DBD
2013.0,Q3,29002,2013-11-12,82997000,-0.2431829340850416,DIOD
2013.0,Q3,39020,2013-03-18,8680000,-0.2726636843393504,FEIM
2013.0,Q3,47217,2013-09-09,6547000000,2.3210171558822994,HPQ
2013.0,Q3,50863,2013-10-28,20651000000,7.915921438708184,INTC
2013.0,Q3,51143,2013-10-29,12385000000,4.636888625191539,IBM
2013.0,Q3,56978,2013-07-31,124121000,-0.22686948798982523,KLIC
2013.0,Q3,65770,2013-11-13,23738000,-0.266690338572845,MVIS
2013.0,Q3,68505,2013-10-23,2082000000,0.5497999392900147,MSI
2013.0,Q3,70866,2013-11-05,405000000,-0.11544782604599002,VYX
2013.0,Q3,78749,2014-02-07,49854000,-0.2563304037848217,AGYS
2013.0,Q3,84748,2013-10-30,41661000,-0.25958047828774233,ROG
2013.0,Q3,87050,2013-11-07,12564000,-0.2711229435399676,NEON
2013.0,Q3,88941,2013-12-06,254984000,-0.1749575510100008,SMTC
2013.0,Q3,97476,2013-11-01,3459000000,1.0960409487519578,TXN
2013.0,Q3,101984,2013-11-08,30574000,-0.2639785712956614,UEIC
2013.0,Q3,103145,2013-11-08,178359000,-0.2053538599061674,VECO
2013.0,Q3,317788,2014-02-14,10304000,-0.2720194611008855,APPS
2013.0,Q3,319201,2013-04-26,923255000,0.09013832817238275,KLAC
2013.0,Q3,320193,2013-07-24,7836000000,2.8323495169545176,AAPL
2013.0,Q3,320340,2013-11-14,4831000,-0.27419054101721463,CCRD
2013.0,Q3,350868,2014-02-10,7174000,-0.2732610982538382,ITI
2013.0,Q3,351789,2013-11-12,956000,-0.27572771161392123,ELSE
2013.0,Q3,351998,2013-11-08,10216000,-0.2720543697492752,DAIO
2013.0,Q3,356037,2013-08-09,3443000,-0.2747411456077253,CSPI
2013.0,Q3,704532,2013-11-07,63093000,-0.25107863564809935,ONTO
2013.0,Q3,707549,2013-05-09,1111153000,0.16467543288979755,LRCX
2013.0,Q3,708821,2013-11-08,28562000,-0.2647767099383901,PAR
2013.0,Q3,709283,2014-02-07,140327000,-0.22044074303750844,QMCO
2013.0,Q3,713425,2013-03-06,16886000,-0.2694084528770086,AMSWA
2013.0,Q3,719733,2013-05-08,9552000,-0.27231777136894314,KTCC
2013.0,Q3,720500,2013-08-08,23150000,-0.26692359181435815,ASYS
2013.0,Q3,722572,2013-05-15,4685080,-0.27424842590327175,FKWL
2013.0,Q3,723125,2013-07-08,1804000000,0.4395203455133842,MU
2013.0,Q3,724004,2014-02-05,4063000,-0.2744951983122522,MLAB
2013.0,Q3,724910,2014-01-22,5952800,-0.27374553508808286,NVEC
2013.0,Q3,732026,2013-05-14,583000,-0.2758756766803913,TRT
2013.0,Q3,736012,2013-11-13,3038000,-0.2749018047281553,INTZ
2013.0,Q3,746838,2013-11-01,146200000,-0.21811098744668056,UIS
2013.0,Q3,751978,2013-10-30,77596000,-0.24532545237996098,VICR
2013.0,Q3,763532,2013-05-03,12226000,-0.271257024484919,LYTS
2013.0,Q3,769397,2013-12-06,1201300000,0.20043577296239434,ADSK
2013.0,Q3,771266,2013-11-05,34488821,-0.26242560413886923,KOPN
2013.0,Q3,772406,2014-01-28,236698000,-0.1822114094697111,CRUS
2013.0,Q3,779152,2013-05-06,123282000,-0.22720231021708637,JKHY
2013.0,Q3,780571,2013-11-05,348273000,-0.13795081351421634,ITRI
2013.0,Q3,789019,2013-04-18,20002000000,7.658470156833964,MSFT
2013.0,Q3,793524,2013-11-05,3488393,-0.274723138695494,REFR
2013.0,Q3,797721,2014-02-12,90644000,-0.24014945187781178,VSAT
2013.0,Q3,804328,2013-07-24,8691000000,3.1715187711955934,QCOM
2013.0,Q3,806172,2014-01-14,1779486,-0.2754010436226956,SOTK
2013.0,Q3,807863,2013-08-06,14140280,-0.2704976503094703,MITK
2013.0,Q3,808326,2013-08-06,41603000,-0.25960348626054464,EMKR
2013.0,Q3,810136,2013-09-04,38692000,-0.2607582484817093,PLAB
2013.0,Q3,814547,2013-07-30,124528000,-0.22670803549102275,FICO
2013.0,Q3,816761,2013-11-04,360000000,-0.13329883942709927,TDC
2013.0,Q3,817720,2013-05-03,257432000,-0.17398645588206846,SYNA
2013.0,Q3,820318,2013-05-09,44348000,-0.258514574444297,COHR
2013.0,Q3,827054,2014-02-07,559683000,-0.05408675264976508,MCHP
2013.0,Q3,833640,2013-11-01,97291000,-0.23751265885682882,POWI
2013.0,Q3,840715,2013-11-08,15240000,-0.27006140327757094,CLRO
2013.0,Q3,849399,2014-02-03,2007000000,0.5200482503214993,GEN
2013.0,Q3,851205,2013-10-28,88241000,-0.241102695992363,CGNX
2013.0,Q3,851310,2013-11-04,202982000,-0.19558618207321066,HLIT
2013.0,Q3,855658,2013-11-05,158290000,-0.21331501518495585,LSCC
2013.0,Q3,857005,2013-08-07,436714000,-0.10286722519335671,PTC
2013.0,Q3,864749,2013-11-05,540309000,-0.06177220894411198,TRMB
2013.0,Q3,867773,2013-10-31,116753000,-0.2297922939140922,SPWR
2013.0,Q3,877212,2013-11-05,176577000,-0.2060607600360593,ZBRA
2013.0,Q3,882508,2013-11-05,16938000,-0.26938782503932374,QUIK
2013.0,Q3,883241,2013-08-30,1232823000,0.2129406061804545,SNPS
2013.0,Q3,884144,2013-11-13,5636000,-0.2738712062222859,ASUR
2013.0,Q3,889331,2013-11-01,45000000,-0.258255933094864,LFUS
2013.0,Q3,890394,2013-11-08,52035000,-0.25546522466961724,PRSO
2013.0,Q3,895419,2013-04-24,298144000,-0.15783644573158578,WOLF
2013.0,Q3,896878,2013-05-30,1364000000,0.26497710356476045,INTU
2013.0,Q3,897723,2013-07-30,46167000,-0.2577929968145139,SANM
2013.0,Q3,898293,2013-07-02,53439000,-0.25490827305212665,JBL
2013.0,Q3,909494,2013-11-13,8553239,-0.27271396905728823,TCX
2013.0,Q3,910638,2013-10-29,58668000,-0.25283398529724177,DDD
2013.0,Q3,912093,2013-05-08,498900000,-0.07819871145740871,VIAV
2013.0,Q3,913142,2013-11-06,149884000,-0.21664958448454708,BDC
2013.0,Q3,915779,2013-03-01,45834000,-0.2579250943135341,DAKT
2013.0,Q3,917273,2013-10-25,256820000,-0.17422922966405155,RMBS
2013.0,Q3,917491,2013-10-30,39118000,-0.2605892588883681,FARO
2013.0,Q3,923601,2014-02-14,388140,-0.2759529755352234,MICS
2013.0,Q3,924383,2013-08-06,3365158,-0.2747720246873611,GNSS
2013.0,Q3,926282,2013-11-01,259074000,-0.17333509223825108,ADTN
2013.0,Q3,936395,2013-09-11,732743000,0.014564277922118628,CIEN
2013.0,Q3,944075,2013-11-13,5067909,-0.27409656177879005,SCKT
2013.0,Q3,948708,2013-11-08,47513000,-0.2572590531698256,SMSI
2013.0,Q3,1002047,2013-02-28,1691300000,0.3948134742233617,NTAP
2013.0,Q3,1005284,2013-11-07,62229000,-0.25142137510501666,OLED
2013.0,Q3,1005757,2013-11-07,224061000,-0.18722437071631282,CSGS
2013.0,Q3,1007587,2013-11-08,24965000,-0.2662036009413201,KVHI
2013.0,Q3,1013462,2013-11-07,284369000,-0.16330083927213646,ANSS
2013.0,Q3,1013857,2013-11-12,155826000,-0.21429245733986815,PEGA
2013.0,Q3,1014473,2013-10-24,131031000,-0.22412836571285935,VRSN
2013.0,Q3,1015739,2013-10-29,11853000,-0.2714049895513891,AWRE
2013.0,Q3,1017303,2013-11-08,8428000,-0.27276365001428465,TACT
2013.0,Q3,1022652,2013-11-08,111383000,-0.2319225148442379,INSG
2013.0,Q3,1023731,2014-01-31,19716000,-0.26828582247992994,EGHT
2013.0,Q3,1032975,2014-01-30,300143000,-0.1570434640482783,LOGI
2013.0,Q3,1036262,2013-11-13,7727000,-0.27304172913384367,INTT
2013.0,Q3,1038074,2013-10-24,293004000,-0.15987542814889472,SLAB
2013.0,Q3,1039065,2013-05-09,96236000,-0.23793116594831926,OSIS
2013.0,Q3,1039399,2013-11-01,81374000,-0.2438267606343203,FORM
2013.0,Q3,1040161,2013-11-08,39574000,-0.26040836861943956,PXLW
2013.0,Q3,1040470,2013-04-12,7249000,-0.2732313465648697,AEHR
2013.0,Q3,1040896,2013-11-05,4339689,-0.27438543877799876,IDN
2013.0,Q3,1043604,2013-11-08,2163800000,0.5822491147250088,JNPR
